"41267","ACCT 203","Survey of Accounting","A01","Fairfax Campus","May 18, 2015 - Jun 20, 2015","MTWR","10:00 am - 12:15 pm","Merten Hall 1200","Lecture","Syed Hasan"
"42853","ACCT 203","Survey of Accounting","A03","Fairfax Campus","May 18, 2015 - Jun 20, 2015"," ","TBA","On-line/Internet NET","Lecture","Constance M Hylton","Jun 08, 2015 - Jun 08, 2015","M","8:00 am - 10:45 am","Nguyen Engineering Building 1108","Lecture","Constance M Hylton","Jun 19, 2015 - Jun 19, 2015","F","8:00 am - 10:45 am","Nguyen Engineering Building 1108","Lecture","Constance M Hylton"
"41036","ACCT 203","Survey of Accounting","C01","Fairfax Campus","Jun 29, 2015 - Aug 01, 2015","TR","7:00 pm - 10:00 pm","Merten Hall 1200","Lecture","Paul T Harley","Jun 29, 2015 - Aug 01, 2015","S","12:15 pm - 3:15 pm","Merten Hall 1200","Lecture","TBA"
"41008","ACCT 301","Financial Acct/Mangerl Dec-Mkg","A01","Fairfax Campus","May 18, 2015 - Jun 20, 2015","MTWR","12:30 pm - 2:45 pm","Merten Hall 1200","Lecture","Janet A Faughnan"
"41637","ACCT 301","Financial Acct/Mangerl Dec-Mkg","A02","Fairfax Campus","May 18, 2015 - Jun 20, 2015","TR","3:45 pm - 6:45 pm","Merten Hall 1200","Lecture","Kathleen R Roberts","May 18, 2015 - Jun 20, 2015","S","9:00 am - 12:00 pm","Merten Hall 1200","Lecture","TBA"
"42093","ACCT 301","Financial Acct/Mangerl Dec-Mkg","C01","Fairfax Campus","Jun 29, 2015 - Aug 01, 2015","TR","3:45 pm - 6:45 pm","Merten Hall 1200","Lecture","Kathleen R Roberts","Jun 29, 2015 - Aug 01, 2015","S","9:00 am - 12:00 pm","Merten Hall 1200","Lecture","TBA"
"42716","ACCT 311","Managerial and Cost Accounting","A02","Fairfax Campus","May 18, 2015 - Jun 20, 2015","TR","7:00 pm - 10:00 pm","Enterprise Hall 274","Lecture","Massood Y Zadeh","May 18, 2015 - Jun 20, 2015","S","12:15 pm - 3:15 pm","Enterprise Hall 274","Lecture","TBA"
"41009","ACCT 331","Intermediate Financial Acct I","N01","Fairfax Campus","May 27, 2015 - Jun 24, 2015","MWF","2:00 pm - 5:00 pm","Enterprise Hall 277","Lecture","Jagadison K Aier"
"41201","ACCT 331","Intermediate Financial Acct I","N02","Fairfax Campus","May 27, 2015 - Jun 24, 2015","MWF","7:00 pm - 10:00 pm","Robinson Hall B203","Lecture","Megan M Cosgrove"
"42707","ACCT 332","Intermediate Financial Acct II","A02","Fairfax Campus","May 18, 2015 - Jun 20, 2015","MWF","3:45 pm - 6:45 pm","Planetary Hall 224","Lecture","Megan M Cosgrove"
"41216","ACCT 332","Intermediate Financial Acct II","C01","Fairfax Campus","Jun 29, 2015 - Aug 01, 2015","MWF","7:00 pm - 10:00 pm","Enterprise Hall 174","Lecture","Gary D Brooks"
