"90005","ANTH 114","Intro to Cultural Anthropology","K01","Korea Campus","Sep 01, 2014 - Dec 18, 2014","MW","10:45 am - 12:00 pm","TBA","Lecture","David W Haines"
"90013","ANTH 330","Peoples/Culture-Non-West","K01","Korea Campus","Sep 01, 2014 - Dec 18, 2014","TR","10:45 am - 12:00 pm","TBA","Lecture","David W Haines"
"90006","ANTH 399","Korean Culture","K01","Korea Campus","Sep 01, 2014 - Dec 18, 2014","F","9:20 am - 12:00 pm","TBA","Lecture","Gyu Tag Lee"
"90036","CHIN 110","Elementary Chinese","K01","Korea Campus","Sep 01, 2014 - Dec 18, 2014","MW","2:15 pm - 4:55 pm","TBA","Lecture","Yingji Jin"
"90030","COMM 100","Public Speaking","K03","Korea Campus","Sep 01, 2014 - Dec 18, 2014","TR","2:15 pm - 3:30 pm","TBA","Lecture","Eunkyong Yook"
"90040","COMM 100","Public Speaking","K05","Korea Campus","Sep 01, 2014 - Dec 18, 2014","TR","10:45 am - 12:00 pm","TBA","Lecture","Eunkyong Yook"
"90039","COMM 305","Foundations Intercultural Comm","K02","Korea Campus","Sep 01, 2014 - Dec 18, 2014","MW","2:15 pm - 3:30 pm","TBA","Lecture","Eunkyong Yook"
"90004","ECON 103","Microeconomic Principles","K01","Korea Campus","Sep 01, 2014 - Dec 18, 2014","TR","9:15 am - 10:30 am","TBA","Lecture","Jang C Jin"
"90032","ECON 103","Microeconomic Principles","K02","Korea Campus","Sep 01, 2014 - Dec 18, 2014","TR","12:45 pm - 2:00 pm","TBA","Lecture","Jang C Jin"
"90020","ECON 104","Macroeconomic Principles","K01","Korea Campus","Sep 01, 2014 - Dec 18, 2014","MW","9:15 am - 10:30 am","TBA","Lecture","Jang C Jin"
"90016","ENGH 100","Recitation for Lecture K01","3K1","Korea Campus","Sep 01, 2014 - Dec 18, 2014","F","12:45 pm - 1:35 pm","TBA","Recitation","Michael Dunne"
"90018","ENGH 100","Recitation for Lecture K02","3K2","Korea Campus","Sep 01, 2014 - Dec 18, 2014","F","2:15 pm - 3:05 pm","TBA","Recitation","Michael Dunne"
"90015","ENGH 100","Composition Nonnative Speakers","K01","Korea Campus","Sep 01, 2014 - Dec 18, 2014","MW","12:45 pm - 2:00 pm","TBA","Lecture","Michael Dunne"
"90044","ENGH 100","Composition Nonnative Speakers","K03","Korea Campus","Sep 01, 2014 - Dec 18, 2014","TR","12:45 pm - 2:00 pm","TBA","Lecture","Hyun Young Cho"
"90007","ENGH 101","Composition","K01","Korea Campus","Sep 01, 2014 - Dec 18, 2014","TR","12:45 pm - 2:00 pm","TBA","Lecture","Hyun Young Cho"
"90021","ENGH 201","Reading and Writng About Texts","K01","Korea Campus","Sep 01, 2014 - Dec 18, 2014","MW","12:45 pm - 2:00 pm","TBA","Lecture","Hyun Young Cho"
"90022","ENGH 201","Reading and Writng About Texts","K02","Korea Campus","Sep 01, 2014 - Dec 18, 2014","MW","2:15 pm - 3:30 pm","TBA","Lecture","Hyun Young Cho"
"90033","KORE 110","Elementary Korean","K02","Korea Campus","Sep 01, 2014 - Dec 18, 2014","TR","1:00 pm - 3:40 pm","TBA","Lecture","Hyang Lee"
"90041","KORE 210","Intermediate Korean","K03","Korea Campus","Sep 01, 2014 - Dec 18, 2014","TR","9:15 am - 10:30 am","TBA","Lecture","Hyang Lee"
"90047","KORE 310","Classical Korean Literature","K04","Korea Campus","Sep 01, 2014 - Dec 18, 2014","TR","4:30 pm - 5:45 pm","TBA","Lecture","Hyang Lee"
"90043","MATH 008","Prep Coll Alg, Self-Pace","K01","Off-campus/Other Campus","Sep 01, 2014 - Dec 18, 2014","MTWRFSU","TBA","Off-campus Location OCL","Independent Study","Ellen E O'Brien"
"90037","MATH 104","Trigonometry/Transcend Functio","K02","Korea Campus","Sep 01, 2014 - Dec 18, 2014","TR","10:45 am - 11:35 am","TBA","Lecture","Keith M Fox"
"90024","MATH 106","Quantitative Reasoning","K01","Korea Campus","Sep 01, 2014 - Dec 18, 2014","MW","3:45 pm - 5:00 pm","TBA","Lecture","Keith M Fox"
"90025","MATH 108","Intro Calc:Business Applicatio","K01","Korea Campus","Sep 01, 2014 - Dec 18, 2014","TR","3:45 pm - 5:00 pm","TBA","Lecture","Keith M Fox"
"90048","MATH 113","Recitation for Lecture K01","3K1","Korea Campus","Sep 01, 2014 - Dec 18, 2014","M","5:10 pm - 6:00 pm","TBA","Lecture","Keith M Fox"
"90010","MATH 113","Analytic Geometry/Calculus I","K01","Korea Campus","Sep 01, 2014 - Dec 18, 2014","TR","2:00 pm - 3:40 pm","TBA","Lecture","John S Kulesza"
"90049","MATH 114","Recitation for Lecture K01","3K1","Korea Campus","Sep 01, 2014 - Dec 18, 2014","T","5:10 pm - 6:00 pm","TBA","Recitation","Keith M Fox"
"90026","MATH 114","Analytic Geom and Calc II","K01","Korea Campus","Sep 01, 2014 - Dec 18, 2014","TR","12:10 pm - 1:50 pm","TBA","Lecture","John S Kulesza"
"90003","SOCI 120","Globalization and Society","K01","Korea Campus","Sep 01, 2014 - Dec 18, 2014","MW","9:15 am - 10:30 am","TBA","Lecture","Karen E Rosenblum"
"90027","SOCI 355","Social Inequality","K01","Korea Campus","Sep 01, 2014 - Dec 18, 2014","MW","10:45 am - 12:00 pm","TBA","Lecture","Karen E Rosenblum"
