"41613","ACCT 203","Survey of Accounting","A02","Fairfax Campus","May 23, 2011 - Jun 24, 2011","MTWR","2:30 pm - 4:45 pm","University Hall 1201","Lecture","Syed Hasan"
"40316","ACCT 203","Survey of Accounting","C01","Fairfax Campus","Jul 05, 2011 - Aug 05, 2011","TR","7:00 pm - 10:05 pm","DNU Science Technology I 122","Lecture","Paul T Harley","Jul 05, 2011 - Aug 05, 2011","S","9:00 am - 12:05 pm","Robinson Hall B228","Lecture","Paul T Harley"
"40253","ACCT 301","Financial Acct/Mangerl Dec-Mkg","A01","Fairfax Campus","May 23, 2011 - Jun 24, 2011","MTWR","12:00 pm - 2:15 pm","Art and Design Building 2003","Lecture","Syed Hasan"
"40254","ACCT 301","Financial Acct/Mangerl Dec-Mkg","A03","Fairfax Campus","May 23, 2011 - Jun 24, 2011","TR","7:00 pm - 10:05 pm","DNU Science Technology I 122","Lecture","Kathleen R Roberts","May 23, 2011 - Jun 24, 2011","S","9:00 am - 12:05 pm","Robinson Hall B228","Lecture","TBA"
"40318","ACCT 301","Financial Acct/Mangerl Dec-Mkg","C01","Fairfax Campus","Jul 05, 2011 - Aug 05, 2011","MTWR","2:30 pm - 4:45 pm","Robinson Hall B228","Lecture","Wagih G Dafashy"
"40319","ACCT 301","Financial Acct/Mangerl Dec-Mkg","C02","Fairfax Campus","Jul 05, 2011 - Aug 05, 2011","MWF","7:00 pm - 10:05 pm","Blueridge Hall 129","Lecture","Wagih G Dafashy"
"40957","ACCT 311","Managerial and Cost Accounting","A02","Fairfax Campus","May 23, 2011 - Jun 24, 2011","MTWR","12:00 pm - 2:15 pm","Innovation Hall 208","Lecture","Long Chen"
"40257","ACCT 331","Intermediate Financial Acct I","A02","Fairfax Campus","May 23, 2011 - Jun 24, 2011","TR","7:00 pm - 10:05 pm","Nguyen Engineering Building 1109","Lecture","Jagadison K Aier","May 23, 2011 - Jun 24, 2011","S","9:00 am - 12:05 pm","Nguyen Engineering Building 1109","Lecture","TBA"
"40956","ACCT 331","Intermediate Financial Acct I","A03","Fairfax Campus","May 23, 2011 - Jun 24, 2011","MTWR","2:30 pm - 4:45 pm","Robinson Hall B220","Lecture","Jagadison K Aier"
"42229","ACCT 332","Intermediate Financial Acct II","A01","Fairfax Campus","May 23, 2011 - Jun 24, 2011","TR","7:00 pm - 10:05 pm","Art and Design Building 2026","Lecture","William A Gray","May 23, 2011 - Jun 24, 2011","S","9:00 am - 12:05 pm","Art and Design Building 2026","Lecture","TBA"
"41172","ACCT 332","Intermediate Financial Acct II","C01","Fairfax Campus","Jul 05, 2011 - Aug 05, 2011","MWF","7:00 pm - 10:05 pm","Robinson Hall B111","Lecture","Phillip G Buchanan"
"40303","ACCT 351","Taxation/Mngrl Decision Mkg","A01","Fairfax Campus","May 23, 2011 - Jun 24, 2011","TR","7:00 pm - 10:05 pm","Robinson Hall B104","Lecture","Massood Y Zadeh","May 23, 2011 - Jun 24, 2011","S","9:00 am - 12:00 pm","Robinson Hall B104","Lecture","TBA"
"41051","ACCT 351","Taxation/Mngrl Decision Mkg","A02","Fairfax Campus","May 23, 2011 - Jun 24, 2011","MTWR","12:00 pm - 2:15 pm","Robinson Hall B224","Lecture","Anne M Magro"
"42249","ACCT 351","Taxation/Mngrl Decision Mkg","A03","Fairfax Campus","May 23, 2011 - Jun 24, 2011","MTWR","9:30 am - 11:45 am","Robinson Hall B224","Lecture","Anne M Magro"
"40606","ACCT 461","Assurance and Audit Services","A02","Fairfax Campus","May 23, 2011 - Jun 24, 2011","MTWR","2:30 pm - 4:45 pm","Robinson Hall B111","Lecture","Keith L Jones"
"41448","ACCT 461","Assurance and Audit Services","C01","Fairfax Campus","Jul 05, 2011 - Aug 05, 2011","MTWR","9:30 am - 11:45 am","University Hall 1200","Lecture","Rick C Warne"
"40320","ACCT 472","Govt/Not-for-Profit Accounting","A01","Fairfax Campus","May 23, 2011 - Jun 24, 2011","TR","7:00 pm - 10:05 pm","DNU Science Technology II 15","Lecture","Syed Hasan","May 23, 2011 - Jun 24, 2011","S","9:00 am - 12:05 pm","DNU Science Technology I 122","Lecture","TBA"
"40904","ACCT 743","Corporate Financial Reporting","B01","Fairfax Campus","Jun 06, 2011 - Jul 27, 2011","MW","7:20 pm - 10:00 pm","DNU Science Technology II 15","Seminar","Mikhail B Pevzner"
"40311","ANTH 332","Cultures Comparative Perspectv","A01","Fairfax Campus","May 23, 2011 - Jun 24, 2011","TR","7:00 pm - 10:05 pm","Robinson Hall B111","Lecture","Susan R Trencher","May 23, 2011 - Jun 24, 2011","S","9:00 am - 12:05 pm","Robinson Hall B111","Lecture","Susan R Trencher"
"41689","AIT 685","Capstone Seminar","B01","Fairfax Campus","Jun 08, 2011 - Jun 08, 2011","W","4:30 pm - 7:10 pm","Nguyen Engineering Building 3511","Seminar","Robert T Quinn"
"40048","ARAB 210","Intermediate Arabic","A01","Fairfax Campus","May 23, 2011 - Jun 24, 2011","MTWR","9:30 am - 11:45 am","Fine Arts Building DNU B112","Lecture","Omar Salawdeh"
"40049","ARAB 250","Gateway to Advanced Arabic","C01","Fairfax Campus","Jul 05, 2011 - Aug 05, 2011","MTWR","9:30 am - 11:45 am","Fine Arts Building DNU B112","Lecture","Omar Salawdeh"
"41189","ARTH 200","Survey of Western Art","B01","Fairfax Campus","Jun 06, 2011 - Jul 28, 2011","MW","4:30 pm - 7:10 pm","DNU Science Technology I 122","Lecture","Julie Anne Schauer"
"40301","ARTH 201","Survey of Western Art","A01","Fairfax Campus","May 23, 2011 - Jun 24, 2011","MTWR","9:30 am - 11:45 am","Nguyen Engineering Building 1101","Lecture","Michele Greet"
"40635","ARTH 319","Art of Ancient Near East","C02","Fairfax Campus","Jul 05, 2011 - Aug 05, 2011","MTWR","9:30 am - 11:45 am","Enterprise Hall 174","Lecture","Richard S Mason"
"41191","ARTH 374","Art Now","A01","Fairfax Campus","May 23, 2011 - Jun 24, 2011","MTWR","12:00 pm - 2:15 pm","Research Hall 201","Lecture","Nicole De Armendi"
"40300","ARTH 394","The Museum","C01","Fairfax Campus","Jul 05, 2011 - Aug 05, 2011","MTWR","12:00 pm - 2:15 pm","Research Hall 201","Lecture","Richard S Mason"
"41192","ARTH 474","Art of the 1960's","A01","Fairfax Campus","May 23, 2011 - Jun 24, 2011","MWF","7:00 pm - 10:05 pm","Research Hall 201","Seminar","Nicole De Armendi"
"41193","ARTH 599","Art of the 1960's","A01","Fairfax Campus","May 23, 2011 - Jun 24, 2011","MWF","7:00 pm - 10:05 pm","Research Hall 201","Seminar","Nicole De Armendi"
"40440","AVT 103","Introduct to Artist's Studio","A01","Fairfax Campus","May 23, 2011 - Jun 24, 2011","MTWR","9:30 am - 11:45 am","Art and Design Building L004","Lecture","Amelia P Hankin"
"40448","AVT 180","Computers in Creative Arts","B01","Fairfax Campus","Jun 06, 2011 - Jul 28, 2011","MW","4:30 pm - 7:10 pm","Art and Design Building 1021","Studio","Gail S White"
"40441","AVT 215","Typography","B01","Fairfax Campus","Jun 06, 2011 - Jul 28, 2011","MW","4:30 pm - 8:00 pm","Art and Design Building 1022","Studio","Jake T Cheney"
"40676","AVT 222","Drawing I","A01","Fairfax Campus","May 23, 2011 - Jun 24, 2011","MTWRF","9:30 am - 1:30 pm","Art and Design Building 2049","Studio","Chawky Frenn"
"40444","AVT 252","Fundamentals of Photography","B01","Fairfax Campus","Jun 06, 2011 - Jul 28, 2011","TR","4:30 pm - 8:00 pm","Art and Design Building L011","Studio","Sean Lennon Salyards"
"40445","AVT 253","Intro to Digital Photography","B01","Fairfax Campus","Jun 06, 2011 - Jul 28, 2011","MW","4:30 pm - 8:00 pm","Art and Design Building L016","Studio","Kelly A Carr"
"41609","AVT 253","Intro to Digital Photography","B02","Fairfax Campus","Jun 06, 2011 - Jul 28, 2011","MW","12:00 pm - 3:30 pm","Art and Design Building L016","Studio","Thomas D Coaker"
"40434","AVT 307","Aesthetics","A01","Fairfax Campus","May 23, 2011 - Jun 24, 2011","MTWR","9:30 am - 11:45 am","Art and Design Building 1005","Lecture","Ellen L Gorman"
"40442","AVT 311","Graph Design Method/Principles","B01","Fairfax Campus","Jun 06, 2011 - Jul 28, 2011","TR","4:30 pm - 8:00 pm","Art and Design Building 1022","Studio","Karen H Beach"
"40782","AVT 313","Editorial Design","B01","Fairfax Campus","Jun 06, 2011 - Jul 28, 2011","TR","12:00 pm - 3:30 pm","Art and Design Building 1022","Studio","Maureen Lauran"
"40437","AVT 323","Drawing II","A01","Fairfax Campus","May 23, 2011 - Jun 24, 2011","MTWRF","9:30 am - 1:30 pm","Art and Design Building 2049","Studio","Chawky Frenn"
"40436","AVT 395","Writing for Artists","A01","Fairfax Campus","May 23, 2011 - Jun 24, 2011","MWF","7:00 pm - 10:05 pm","Art and Design Building 1005","Lecture","Pamela Kristin Scott"
"40443","AVT 414","Corporate Design and Branding","B01","Fairfax Campus","Jun 06, 2011 - Jul 28, 2011","TR","4:30 pm - 8:00 pm","Art and Design Building 1020","Studio","Donald H Starr"
"40438","AVT 422","Drawing III","A01","Fairfax Campus","May 23, 2011 - Jun 24, 2011","MTWRF","9:30 am - 1:30 pm","Art and Design Building 2049","Studio","Chawky Frenn"
"40439","AVT 423","Drawing IV","A01","Fairfax Campus","May 23, 2011 - Jun 24, 2011","MTWRF","9:30 am - 1:30 pm","Art and Design Building 2049","Studio","Chawky Frenn"
