"10644","ACCT 203","Survey of Accounting","001","Fairfax Campus","Jan 19, 2016 - May 11, 2016","M","12:00 pm - 1:15 pm","Enterprise Hall 178","Lecture","Constance M Hylton"
"10645","ACCT 203","Survey of Accounting","002","Fairfax Campus","Jan 19, 2016 - May 11, 2016","W","12:00 pm - 1:15 pm","Enterprise Hall 178","Lecture","Constance M Hylton"
"10646","ACCT 203","Survey of Accounting","003","Fairfax Campus","Jan 19, 2016 - May 11, 2016","M","7:20 pm - 10:00 pm","Innovation Hall 132","Lecture","Paul T Harley"
"10650","ACCT 203","Recitation for Lecture 001","301","Fairfax Campus","Jan 19, 2016 - May 11, 2016","F","7:30 am - 8:45 am","Enterprise Hall 277","Recitation","TBA"
"12274","ACCT 203","Recitation for Lecture 001","302","Fairfax Campus","Jan 19, 2016 - May 11, 2016","F","9:00 am - 10:15 am","Innovation Hall 133","Recitation","TBA"
"12275","ACCT 203","Recitation for Lecture 001","303","Fairfax Campus","Jan 19, 2016 - May 11, 2016","F","9:00 am - 10:15 am","Innovation Hall 131","Recitation","TBA"
"10653","ACCT 203","Recitation for Lecture 001","304","Fairfax Campus","Jan 19, 2016 - May 11, 2016","F","10:30 am - 11:45 am","Innovation Hall 133","Recitation","TBA"
"10647","ACCT 203","Recitation for Lecture 002","305","Fairfax Campus","Jan 19, 2016 - May 11, 2016","F","10:30 am - 11:45 am","Innovation Hall 131","Recitation","TBA"
"10648","ACCT 203","Recitation for Lecture 002","306","Fairfax Campus","Jan 19, 2016 - May 11, 2016","F","12:00 pm - 1:15 pm","Innovation Hall 131","Recitation","TBA"
"10652","ACCT 203","Recitation for Lecture 002","307","Fairfax Campus","Jan 19, 2016 - May 11, 2016","F","1:30 pm - 2:45 pm","Innovation Hall 131","Recitation","TBA"
"12273","ACCT 203","Recitation for Lecture 002","308","Fairfax Campus","Jan 19, 2016 - May 11, 2016","F","3:00 pm - 4:15 pm","Innovation Hall 131","Recitation","TBA"
"14107","ACCT 203","Survey of Accounting","DL1","Internet Campus","Jan 19, 2016 - May 11, 2016"," ","TBA","On-line/Internet NET","Lecture","Constance M Hylton"
"15895","ACCT 204","Honors Survey of Accounting","H01","Fairfax Campus","Jan 19, 2016 - May 11, 2016","MW","1:30 pm - 2:45 pm","Innovation Hall 323","Lecture","Karen A Kitching"
"10655","ACCT 301","Financial Acct/Mangerl Dec-Mkg","002","Fairfax Campus","Jan 19, 2016 - May 11, 2016","MW","10:30 am - 11:45 am","Exploratory Hall L003","Lecture","Constance M Hylton"
"10660","ACCT 301","Financial Acct/Mangerl Dec-Mkg","003","Fairfax Campus","Jan 19, 2016 - May 11, 2016","TR","9:00 am - 10:15 am","Exploratory Hall L003","Lecture","Janet A Faughnan"
"10657","ACCT 301","Financial Acct/Mangerl Dec-Mkg","004","Fairfax Campus","Jan 19, 2016 - May 11, 2016","TR","12:00 pm - 1:15 pm","Exploratory Hall L003","Lecture","Janet A Faughnan"
"10659","ACCT 301","Financial Acct/Mangerl Dec-Mkg","005","Fairfax Campus","Jan 19, 2016 - May 11, 2016","MW","3:00 pm - 4:15 pm","Exploratory Hall L003","Lecture","Ling L Lisic"
"10663","ACCT 301","Financial Acct/Mangerl Dec-Mkg","006","Fairfax Campus","Jan 19, 2016 - May 11, 2016","R","4:30 pm - 7:10 pm","Music/Theater Building 1005","Lecture","Robert S Broshears"
"10662","ACCT 301","Financial Acct/Mangerl Dec-Mkg","008","Fairfax Campus","Jan 19, 2016 - May 11, 2016","W","7:20 pm - 10:00 pm","Exploratory Hall L003","Lecture","Mark D Chase"
"17997","ACCT 303","Accounting for Decision Making","001","Fairfax Campus","Jan 19, 2016 - May 11, 2016","MW","9:00 am - 10:15 am","Innovation Hall 132","Lecture","Janet A Faughnan"
"17998","ACCT 303","Accounting for Decision Making","002","Fairfax Campus","Jan 19, 2016 - May 11, 2016","T","4:30 pm - 7:10 pm","Innovation Hall 132","Lecture","Janet A Faughnan"
"10664","ACCT 311","Managerial and Cost Accounting","001","Fairfax Campus","Jan 19, 2016 - May 11, 2016","MW","10:30 am - 11:45 am","Mason Hall D001","Lecture","Edward B Douthett"
"10666","ACCT 311","Managerial and Cost Accounting","002","Fairfax Campus","Jan 19, 2016 - May 11, 2016","MW","12:00 pm - 1:15 pm","Mason Hall D001","Lecture","Edward B Douthett"
"10668","ACCT 311","Managerial and Cost Accounting","003","Fairfax Campus","Jan 19, 2016 - May 11, 2016","TR","3:00 pm - 4:15 pm","Enterprise Hall 174","Lecture","Francisco J Roman"
"13208","ACCT 311","Managerial and Cost Accounting","004","Fairfax Campus","Jan 19, 2016 - May 11, 2016","TR","4:30 pm - 5:45 pm","Enterprise Hall 173","Lecture","Francisco J Roman"
"17999","ACCT 330","Financial Accounting I","001","Fairfax Campus","Jan 19, 2016 - May 11, 2016","TR","10:30 am - 11:45 am","Exploratory Hall L003","Lecture","TBA"
"18000","ACCT 330","Financial Accounting I","002","Fairfax Campus","Jan 19, 2016 - May 11, 2016","MW","1:30 pm - 2:45 pm","Innovation Hall 204","Lecture","Ling L Lisic"
"18001","ACCT 330","Financial Accounting I","003","Fairfax Campus","Jan 19, 2016 - May 11, 2016","M","7:20 pm - 10:00 pm","Exploratory Hall L003","Lecture","Mark D Chase"
"10670","ACCT 331","Financial Accounting II","001","Fairfax Campus","Jan 19, 2016 - May 11, 2016","MW","9:00 am - 10:15 am","Nguyen Engineering Building 1107","Lecture","Mark A Ingram"
"10669","ACCT 331","Financial Accounting II","002","Fairfax Campus","Jan 19, 2016 - May 11, 2016","MW","12:00 pm - 1:15 pm","Nguyen Engineering Building 1107","Lecture","TBA"
"10672","ACCT 331","Financial Accounting II","003","Fairfax Campus","Jan 19, 2016 - May 11, 2016","MW","3:00 pm - 4:15 pm","Enterprise Hall 174","Lecture","TBA"
"10674","ACCT 331","Financial Accounting II","004","Fairfax Campus","Jan 19, 2016 - May 11, 2016","T","7:20 pm - 10:00 pm","Music/Theater Building 1006","Lecture","Mark A Ingram"
"11765","ACCT 331","Financial Accounting II","005","Fairfax Campus","Jan 19, 2016 - May 11, 2016","W","7:20 pm - 10:00 pm","Enterprise Hall 173","Lecture","Meng Li"
"10680","ACCT 332","Financial Accounting III","001","Fairfax Campus","Jan 19, 2016 - May 11, 2016","MW","12:00 pm - 1:15 pm","Innovation Hall 131","Lecture","Megan M Cosgrove"
"10681","ACCT 332","Financial Accounting III","002","Fairfax Campus","Jan 19, 2016 - May 11, 2016","TR","12:00 pm - 1:15 pm","Enterprise Hall 174","Lecture","Megan M Cosgrove"
