"11427","ACCT 203","Survey of Accounting","001","Fairfax Campus","Jan 22, 2007 - May 16, 2007","M","12:00 pm - 1:15 pm","Innovation Hall 103","Lecture","Constance M Hylton"
"11439","ACCT 203","Survey of Accounting","002","Fairfax Campus","Jan 22, 2007 - May 16, 2007","T","12:00 pm - 1:15 pm","Innovation Hall 103","Lecture","Constance M Hylton"
"11448","ACCT 203","Survey of Accounting","003","Fairfax Campus","Jan 22, 2007 - May 16, 2007","M","7:20 pm - 10:00 pm","Enterprise Hall 178","Lecture","Syed Hasan"
"11429","ACCT 203","Recitation for Lecture 001","301","Fairfax Campus","Jan 22, 2007 - May 16, 2007","M","1:30 pm - 2:45 pm","DNU Student Union II SOM2","Recitation","Elizabeth Johanna Padgett"
"11431","ACCT 203","Recitation for Lecture 001","302","Fairfax Campus","Jan 22, 2007 - May 16, 2007","M","3:00 pm - 4:15 pm","DNU Student Union II SOM2","Recitation","Simerjeet K Mudahar"
"11434","ACCT 203","Recitation for Lecture 001","303","Fairfax Campus","Jan 22, 2007 - May 16, 2007","W","12:00 pm - 1:15 pm","DNU Student Union II SOM3","Recitation","Elizabeth Johanna Padgett"
"11436","ACCT 203","Recitation for Lecture 001","304","Fairfax Campus","Jan 22, 2007 - May 16, 2007","W","12:00 pm - 1:15 pm","DNU Student Union II SOM2","Recitation","Simerjeet K Mudahar"
"11441","ACCT 203","Recitation for Lecture 002","305","Fairfax Campus","Jan 22, 2007 - May 16, 2007","T","1:30 pm - 2:45 pm","DNU Student Union II SOM1","Recitation","Lisa Marie King"
"11442","ACCT 203","Recitation for Lecture 002","306","Fairfax Campus","Jan 22, 2007 - May 16, 2007","T","3:00 pm - 4:15 pm","DNU Student Union II SOM1","Recitation","Lisa Marie King"
"11444","ACCT 203","Recitation for Lecture 002","307","Fairfax Campus","Jan 22, 2007 - May 16, 2007","R","10:30 am - 11:45 am","DNU Student Union II SOM1","Recitation","Simerjeet K Mudahar"
"11445","ACCT 203","Recitation for Lecture 002","308","Fairfax Campus","Jan 22, 2007 - May 16, 2007","R","12:00 pm - 1:15 pm","DNU Student Union II SOM1","Recitation","Elizabeth Johanna Padgett"
"11449","ACCT 301","Financial Acct/Mangerl Dec-Mkg","001","Fairfax Campus","Jan 22, 2007 - May 16, 2007","MW","1:30 pm - 2:45 pm","DNU Science Technology II 7","Lecture","Suning Zhang"
"11450","ACCT 301","Financial Acct/Mangerl Dec-Mkg","002","Fairfax Campus","Jan 22, 2007 - May 16, 2007","MW","3:00 pm - 4:15 pm","DNU Science Technology I 131","Lecture","Joseph F Moraglio"
"11452","ACCT 301","Financial Acct/Mangerl Dec-Mkg","003","Fairfax Campus","Jan 22, 2007 - May 16, 2007","TR","1:30 pm - 2:45 pm","Thompson Hall 138","Lecture","Min Shen"
"11454","ACCT 301","Financial Acct/Mangerl Dec-Mkg","004","Fairfax Campus","Jan 22, 2007 - May 16, 2007","TR","3:00 pm - 4:15 pm","Enterprise Hall 178","Lecture","Joseph F Moraglio"
"11456","ACCT 301","Financial Acct/Mangerl Dec-Mkg","005","Fairfax Campus","Jan 22, 2007 - May 16, 2007","T","7:20 pm - 10:00 pm","Robinson Hall B201","Lecture","Min Shen"
"11458","ACCT 301","Financial Acct/Mangerl Dec-Mkg","006","Fairfax Campus","Jan 22, 2007 - May 16, 2007","R","7:20 pm - 10:00 pm","DNU Science Technology I 131","Lecture","Joseph F Moraglio"
"11460","ACCT 301","Financial Acct/Mangerl Dec-Mkg","007","Fairfax Campus","Jan 22, 2007 - May 16, 2007","W","7:20 pm - 10:00 pm","Innovation Hall 105","Lecture","Suning Zhang"
"11462","ACCT 301","Financial Acct/Mangerl Dec-Mkg","008","Fairfax Campus","Jan 22, 2007 - May 16, 2007","M","7:20 pm - 10:00 pm","Robinson Hall B201","Lecture","Paul T Harley"
"18007","ACCT 301","Financial Acct/Mangerl Dec-Mkg","010","Fairfax Campus","Jan 22, 2007 - May 16, 2007","W","7:20 pm - 10:00 pm","Robinson Hall B208","Lecture","Joseph F Moraglio"
"11463","ACCT 311","Managerial and Cost Accounting","001","Fairfax Campus","Jan 22, 2007 - May 16, 2007","TR","1:30 pm - 2:45 pm","Thompson Hall 108","Lecture","Massood Y Zadeh"
"11467","ACCT 311","Managerial and Cost Accounting","003","Fairfax Campus","Jan 22, 2007 - May 16, 2007","W","7:20 pm - 10:00 pm","Robinson Hall B224","Lecture","Edward B Douthett"
"11468","ACCT 311","Managerial and Cost Accounting","004","Fairfax Campus","Jan 22, 2007 - May 16, 2007","T","7:20 pm - 10:00 pm","Krug Hall 242","Lecture","Massood Y Zadeh"
"14518","ACCT 311","Managerial and Cost Accounting","005","Fairfax Campus","Jan 22, 2007 - May 16, 2007","MW","4:30 pm - 5:45 pm","DNU Student Union II SOM2","Lecture","Edward B Douthett"
"11470","ACCT 321","Financial Report/Analys","001","Fairfax Campus","Jan 22, 2007 - May 16, 2007","TR","12:00 pm - 1:15 pm","DNU Science Technology II 9","Lecture","Samuel H Phillips"
"11472","ACCT 321","Financial Report/Analys","002","Fairfax Campus","Jan 22, 2007 - May 16, 2007","TR","1:30 pm - 2:45 pm","DNU Science Technology II 7","Lecture","Phillip G Buchanan"
"11474","ACCT 321","Financial Report/Analys","003","Fairfax Campus","Jan 22, 2007 - May 16, 2007","M","7:20 pm - 10:00 pm","Fine Arts Building DNU B110","Lecture","Samuel H Phillips"
"11475","ACCT 321","Financial Report/Analys","004","Fairfax Campus","Jan 22, 2007 - May 16, 2007","R","7:20 pm - 10:00 pm","Krug Hall 210","Lecture","Charles Gregory Scates"
"11477","ACCT 321","Financial Report/Analys","005","Fairfax Campus","Jan 22, 2007 - May 16, 2007","T","4:30 pm - 7:10 pm","Krug Hall 242","Lecture","Samuel H Phillips"
"11479","ACCT 351","Taxation & Mngrl Decision Mkg","001","Fairfax Campus","Jan 22, 2007 - May 16, 2007","TR","12:00 pm - 1:15 pm","Innovation Hall 132","Lecture","Kenneth H Heller"
"11480","ACCT 351","Taxation & Mngrl Decision Mkg","002","Fairfax Campus","Jan 22, 2007 - May 16, 2007","M","7:20 pm - 10:00 pm","Robinson Hall B224","Lecture","Eric C Braendel"
"11482","ACCT 351","Taxation & Mngrl Decision Mkg","003","Fairfax Campus","Jan 22, 2007 - May 16, 2007","R","7:20 pm - 10:00 pm","Enterprise Hall 80","Lecture","Kenneth H Heller"
"17038","ACCT 351","Taxation & Mngrl Decision Mkg","004","Fairfax Campus","Jan 22, 2007 - May 16, 2007","R","7:20 pm - 10:00 pm","Enterprise Hall 277","Lecture","Jeffrey W Freeman"
"11485","ACCT 361","Accounting Information Systems","001","Fairfax Campus","Jan 22, 2007 - May 16, 2007","TR","10:30 am - 11:45 am","Fine Arts Building DNU B106","Lecture","Heather M Baker"
"11487","ACCT 361","Accounting Information Systems","002","Fairfax Campus","Jan 22, 2007 - May 16, 2007","M","7:20 pm - 10:00 pm","DNU Science Technology II 9","Lecture","Constance M Hylton"
"14520","ACCT 361","Accounting Information Systems","004","Fairfax Campus","Jan 22, 2007 - May 16, 2007","MW","9:00 am - 10:15 am","Innovation Hall 134","Lecture","Constance M Hylton"
"11492","ACCT 411","Advanced Managerial Accounting","001","Fairfax Campus","Jan 22, 2007 - May 16, 2007","R","7:20 pm - 10:00 pm","Innovation Hall 204","Lecture","Massood Y Zadeh"
"11490","ACCT 421","Adv Finan Acct Topics","002","Fairfax Campus","Jan 22, 2007 - May 16, 2007","M","7:20 pm - 10:00 pm","DNU Student Union II SOM2","Lecture","Mark A Ingram"
"11491","ACCT 421","Adv Finan Acct Topics","003","Fairfax Campus","Jan 22, 2007 - May 16, 2007","M","4:30 pm - 7:10 pm","DNU Student Union II SOM1","Lecture","Mark A Ingram"
"14521","ACCT 421","Adv Finan Acct Topics","004","Fairfax Campus","Jan 22, 2007 - May 16, 2007","TR","10:30 am - 11:45 am","East 122","Lecture","Phillip G Buchanan"
"17191","ACCT 421","Adv Finan Acct Topics","005","Fairfax Campus","Jan 22, 2007 - May 16, 2007","M","7:20 pm - 10:00 pm","David King Jr. Hall 2053","Lecture","Phillip G Buchanan"
"16341","ACCT 451","Adv Federal Taxation","002","Fairfax Campus","Jan 22, 2007 - May 16, 2007","W","7:20 pm - 10:00 pm","Thompson Hall 108","Lecture","Gary D Dittmer"
"11496","ACCT 461","Assurance and Audit Svcs","001","Fairfax Campus","Jan 22, 2007 - May 16, 2007","MW","1:30 pm - 2:45 pm","Krug Hall 242","Lecture","Keith L Jones"
"11498","ACCT 461","Assurance and Audit Svcs","002","Fairfax Campus","Jan 22, 2007 - May 16, 2007","W","7:20 pm - 10:00 pm","Robinson Hall B104","Lecture","Keith L Jones"
"11500","ACCT 461","Assurance and Audit Svcs","003","Fairfax Campus","Jan 22, 2007 - May 16, 2007","W","4:30 pm - 7:10 pm","Enterprise Hall 178","Lecture","Lawrence W Schwartz"
"11501","ACCT 472","Govt/Not-for-Profit Accounting","001","Fairfax Campus","Jan 22, 2007 - May 16, 2007","T","7:20 pm - 10:00 pm","Fine Arts Building DNU B108","Lecture","Linda M Parsons"
"14522","ACCT 491","Hnrs Sem in Business Ethics","001","Fairfax Campus","Jan 22, 2007 - May 16, 2007","R","4:30 pm - 7:10 pm","Robinson Hall A123","Seminar","Alison S O'Brien"
"14067","ACCT 742","Corporate Governance/Ethics","001","Fairfax Campus","Jan 22, 2007 - May 16, 2007","S","9:00 am - 12:00 pm","DNU Student Union II SOM1","Seminar","Linda M Parsons"
"14826","AFAM 200","Intro African/American Studies","001","Fairfax Campus","Jan 22, 2007 - May 16, 2007","TR","1:30 pm - 2:45 pm","Physical Education Bldg CLOSED 204","Lecture","Suzanne Carbonneau"
"11183","AFAM 390","Crime and Its Causes","002","Prince William Campus","Jan 22, 2007 - May 16, 2007","W","1:30 pm - 4:10 pm","Prince William: Occoquan 302","Lec/Sem","Jill F. DeVoe"
