"40343","ACCT 203","Survey of Accounting","A01","Fairfax Campus","May 18, 2009 - Jun 19, 2009","MTWR","9:30 am - 11:45 am","Robinson Hall B201","Lecture","Constance M Hylton"
"40441","ACCT 203","Survey of Accounting","C01","Fairfax Campus","Jul 06, 2009 - Aug 06, 2009","TR","7:00 pm - 10:05 pm","Robinson Hall B201","Lecture","Camille Redd","Jul 06, 2009 - Aug 06, 2009","S","9:00 am - 12:05 pm","Robinson Hall B201","Lecture","TBA"
"40344","ACCT 301","Financial Acct/Mangerl Dec-Mkg","A01","Fairfax Campus","May 18, 2009 - Jun 19, 2009","MTWR","12:00 pm - 2:15 pm","Robinson Hall B201","Lecture","Constance M Hylton"
"40346","ACCT 301","Financial Acct/Mangerl Dec-Mkg","A03","Fairfax Campus","May 18, 2009 - Jun 19, 2009","TR","7:00 pm - 10:05 pm","Robinson Hall B201","Lecture","Syed Hasan","May 18, 2009 - Jun 19, 2009","S","9:00 am - 12:05 pm","Robinson Hall B201","Lecture","TBA"
"40444","ACCT 301","Financial Acct/Mangerl Dec-Mkg","C01","Fairfax Campus","Jul 06, 2009 - Aug 06, 2009","MTWR","2:30 pm - 4:45 pm","Robinson Hall B201","Lecture","Sarah E Nutter"
"40446","ACCT 301","Financial Acct/Mangerl Dec-Mkg","C02","Fairfax Campus","Jul 06, 2009 - Aug 06, 2009","MWF","7:00 pm - 10:05 pm","Robinson Hall B201","Lecture","Wagih G Dafashy"
"40347","ACCT 311","Managerial and Cost Accounting","A01","Fairfax Campus","May 18, 2009 - Jun 19, 2009","MTWR","12:00 pm - 2:15 pm","Robinson Hall B220","Lecture","Massood Y Zadeh"
"40348","ACCT 331","Intermediate Financial Acct I","A01","Fairfax Campus","May 18, 2009 - Jun 19, 2009","MTWR","12:00 pm - 2:15 pm","Innovation Hall 208","Lecture","Phillip G Buchanan"
"40349","ACCT 331","Intermediate Financial Acct I","A02","Fairfax Campus","May 18, 2009 - Jun 19, 2009","TR","7:00 pm - 10:05 pm","Krug Hall 242","Lecture","Phillip G Buchanan","May 18, 2009 - Jun 19, 2009","S","9:00 am - 12:05 pm","Krug Hall 242","Lecture","TBA"
"40448","ACCT 332","Intermediate Financial Acct II","C01","Fairfax Campus","Jul 06, 2009 - Aug 06, 2009","TR","7:00 pm - 10:05 pm","Innovation Hall 204","Lecture","Sarah E Nutter","Jul 06, 2009 - Aug 06, 2009","S","9:00 am - 12:05 pm","Innovation Hall 204","Lecture","TBA"
"40421","ACCT 351","Taxation/Mngrl Decision Mkg","B01","Fairfax Campus","Jun 01, 2009 - Jul 21, 2009","MW","7:20 pm - 10:00 pm","Robinson Hall B111","Lecture","Wilbert T Miller"
"40422","ACCT 351","Taxation/Mngrl Decision Mkg","B02","Fairfax Campus","Jun 01, 2009 - Jul 21, 2009","MW","7:20 pm - 10:00 pm","DNU Science Technology II 15","Lecture","Patrick E Walsh"
"40423","ACCT 361","Accounting Information Systems","B01","Fairfax Campus","Jun 01, 2009 - Jul 21, 2009","MW","7:20 pm - 10:00 pm","Innovation Hall 222","Lecture","Daisy Anand"
"40351","ACCT 461","Assurance and Audit Services","A01","Fairfax Campus","May 18, 2009 - Jun 19, 2009","TR","7:00 pm - 10:05 pm","Innovation Hall 204","Lecture","Keith L Jones","May 18, 2009 - Jun 19, 2009","S","9:00 am - 12:05 pm","Innovation Hall 204","Lecture","Keith L Jones"
"41033","ACCT 461","Assurance and Audit Services","A02","Fairfax Campus","May 18, 2009 - Jun 19, 2009","MTWR","2:30 pm - 4:45 pm","East 122","Lecture","Syed Hasan"
"41844","ACCT 461","Assurance and Audit Services","C01","Fairfax Campus","Jul 06, 2009 - Aug 06, 2009","TR","7:00 pm - 10:05 pm","Innovation Hall 134","Lecture","Keith L Jones","Jul 06, 2009 - Aug 06, 2009","S","9:00 am - 12:05 pm","Innovation Hall 134","Lecture","Keith L Jones"
"40449","ACCT 472","Govt/Not-for-Profit Accounting","C01","Fairfax Campus","Jul 06, 2009 - Aug 06, 2009","MWF","7:00 pm - 10:05 pm","Robinson Hall B205","Lecture","Syed Hasan"
"40535","ACCT 743","Corporate Financial Reporting","X01","Fairfax Campus","Jun 02, 2009 - Jul 14, 2009","TR","7:00 pm - 10:00 pm","DNU Student Union II SOM2","Seminar","Richard D Roomberg"
"41449","ACCT 792","Seminar in Accounting","C01","Fairfax Campus","Jul 06, 2009 - Aug 06, 2009","MWF","7:00 pm - 10:05 pm","Robinson Hall B205","Lec/Sem","Syed Hasan"
"40433","ANTH 114","Intro to Cultural Anthropology","A01","Fairfax Campus","May 18, 2009 - Jun 19, 2009","MTWR","9:30 am - 11:45 am","Thompson Hall 117","Lecture","Susan R Trencher"
"40435","ANTH 332","Cult in Comparative Perspectiv","A01","Fairfax Campus","May 18, 2009 - Jun 19, 2009","MTWR","12:00 pm - 2:15 pm","Robinson Hall B202","Lecture","Susan R Trencher"
"40057","ARAB 210","Intermediate Arabic","A01","Fairfax Campus","May 18, 2009 - Jun 19, 2009","MTWR","9:30 am - 11:45 am","Robinson Hall A109","Lecture","Omar Salawdeh"
"40058","ARAB 250","Gateway to Advanced Arabic","C01","Fairfax Campus","Jul 06, 2009 - Aug 06, 2009","MTWR","9:30 am - 11:45 am","Robinson Hall A109","Lecture","Sana Nail Hilmi"
"41118","ARTH 102","Symbols/Stories in Western Art","A02","Fairfax Campus","May 18, 2009 - Jun 19, 2009","MTWR","9:30 am - 11:45 am","Fine Arts Building DNU B110","Lecture","Lisa Passaglia Bauman"
"40420","ARTH 200","Survey of Western Art","C01","Fairfax Campus","Jul 06, 2009 - Aug 06, 2009","MTWR","12:00 pm - 2:15 pm","DNU Science Technology II 9","Lecture","Maureen M Guignon"
"40418","ARTH 201","Survey of Western Art","C01","Fairfax Campus","Jul 06, 2009 - Aug 06, 2009","MTWR","7:00 am - 9:15 am","Robinson Hall A111","Lecture","Maureen M Guignon"
"41120","ARTH 319","Art of Ancient Near East","C02","Fairfax Campus","Jul 06, 2009 - Aug 06, 2009","MTWR","9:30 am - 11:45 am","Fine Arts Building DNU B110","Lecture","Richard S Mason"
"40417","ARTH 394","The Museum","A01","Fairfax Campus","May 18, 2009 - Jun 19, 2009","MTWR","12:00 pm - 2:15 pm","Fine Arts Building DNU B110","Lecture","Lawrence E Butler"
"41856","ARTH 593","Art History Internships","I01","Fairfax Campus","Jun 15, 2009 - Aug 07, 2009"," ","TBA","TBA","Internship","Carol C Mattusch"
"41151","ARTH 594","The Museum","A01","Fairfax Campus","May 18, 2009 - Jun 19, 2009","MTWR","12:00 pm - 2:15 pm","Fine Arts Building DNU B110","Lecture","Lawrence E Butler"
"40691","AVT 103","Introduct to Artist's Studio","A01","Fairfax Campus","May 18, 2009 - Jun 19, 2009","MTWR","9:30 am - 11:45 am","Fine Arts Building DNU B100","Lecture","Natalie T Guerrieri"
"40698","AVT 104","Studio Fundamentals I","C01","Fairfax Campus","Jul 06, 2009 - Aug 06, 2009","MTWRF","9:30 am - 1:30 pm","Fine Arts Building DNU B100","Studio","Susan Goldman"
"40700","AVT 180","Computers in Creative Arts","C01","Fairfax Campus","Jul 06, 2009 - Aug 06, 2009","MTWR","9:30 am - 11:45 am","Fine Arts Building DNU B208","Studio","Elliott G De Luca"
"40692","AVT 215","Typography","B01","Fairfax Campus","Jun 01, 2009 - Jul 21, 2009","MW","4:30 pm - 8:00 pm","Fine Arts Building DNU B208","Studio","Anne C Kerns"
"41443","AVT 222","Drawing I","A01","Fairfax Campus","May 18, 2009 - Jun 19, 2009","MTWRF","12:00 pm - 4:00 pm","Fine Arts Building DNU B111","Studio","Chawky Frenn"
"40695","AVT 252","Photography I","B01","Fairfax Campus","Jun 01, 2009 - Jul 21, 2009","TR","4:30 pm - 8:00 pm","Fine Arts Building DNU B213","Studio","Peggy Feerick"
"40696","AVT 253","Intro to Digital Photography","B01","Fairfax Campus","Jun 01, 2009 - Jul 21, 2009","MW","4:30 pm - 8:00 pm","Innovation Hall 129","Studio","Kelly A Carr"
"40697","AVT 280","Introduction to Digital Art","B01","Fairfax Campus","Jun 01, 2009 - Jul 21, 2009","TR","4:30 pm - 8:00 pm","Fine Arts Building DNU B206","Studio","Gail S White"
